id,name,resource_type,identifier,publication_date,source,status,accessibility,country_of_study,keywords,created_time,author_team_size,source_display_name,source_id
recBobJufSyqfnFLh,48144781f11e086a5e76325d777f2fc7,"""journal article""",810ec3991d92edf83b87c19cc8f2ab3b,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""AMR""",2023-06-20T22:35:43Z,12,029d23da1bf8e7ef644162a630142cbf,89ac0bb42163d9a46513712a0a10ad5e
recC9u8LfoZ7WZJJk,e9e950c7778817da6532a59a5840000d,"""journal article""",7af86d146b91f679230c9f68c295dbe4,2015-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:50Z,8,0bfcd368c81e8e379a9436bc9504ee89,a2229ddf215bf186ebce40c0cfe28de0
recCEJeO60RktBnd7,b297aef97c44ffbb652292222f27c117,"""journal article""",e966b04194d0768362eec090712142e7,2021-01-01,NA,published,NA,"""Non-specific""","""""",2023-10-27T21:50:54Z,88,a96e8b307aefa4efb6512941cd4ac7b3,f34deacf469e26b99f28ff0cce9fc5dc
recCHKcIsXnvictaW,63db85cfb37f63d7e6c7af38b1c724b8,"""journal article""",9034dd77bda54612aa38cbd702b8925f,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:36:50Z,14,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recCKTn5SuRem4d6i,56dd973ea640e18f2a4f22562cbd4d57,"""journal article""",314116744e56459b098f94a70af163fe,2018-01-01,OpenAlex,published,open access,"""United States""","""""",2023-06-20T22:35:27Z,4,4f0b576d53d5e06bec10ce79b1ab106f,2a279b991e25b3c3892aa0fa7110e9f9
recCUOHJQi745O3zN,91e49d3443808ebf059f12f9136aacf8,"""journal article""",c6b88806e1d2fae5cd57c75723b96175,2016-01-01,OpenAlex,published,NA,"""United States,Guinea,Liberia,Sierra Leone""","""""",2023-06-20T22:36:41Z,10,4141932344184327c541711b84b45655,06ddc640e835a964efae5481f7cba3b8
recChdqkTdpxbN9QH,b4afc96cb6b9ff50ec4cf869ee59aec7,"""journal article""",8c0606661a6c13572b822a24eee0caef,2020-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:36:27Z,10,876888846b8c8ab451c9a5fec888643d,883af1f730859e42dbbf6d515392ebc5
recDQlssV2MfuzDFD,a1f279720fc28b872df3a022ae8cdc0f,"""journal article,opinion""",20cb680b588cd30620e04440a31b592a,2021-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-07-31T00:19:06Z,33,7457aefb820b189c4a12f99dd11c8409,1d1f02d53ff4511ef82629865b908ba3
recDcaPStfOwXgZjj,1a5eeac6b1875dd6a04ce229bb63de4d,"""journal article""",a50f4f9f6bd9970d39a5d4f5f21ed637,2014-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:36:03Z,5,6b8d9713155297ffce2053a20c800b95,1b4bd5cec084db3c3f5315f9572ac97f
recDdXHdF8J9RkeDX,e3324de65ca5e178b101a727a6f505fe,"""journal article""",e5d8c4a146d04f10a0c7aafaec2cbd80,2021-01-01,OpenAlex,published,open access,"""China""","""""",2023-06-20T22:35:25Z,5,2df0839c1be63aa1537a5ab45bd0b5a1,8ed574bbeed193c31c461cf2377cb66c
recDqdjliFLyBCUs6,50d3cd7ad9abbd682c4017074e55d0dc,"""journal article""",1dad559187715185c02f08a80cf3ae3e,2021-01-01,OpenAlex,published,open access,"""South Africa""","""""",2023-06-20T22:35:40Z,14,1695300bec435fb944d7885e0e36263c,045a1485d181e37dfe31f567768c0f12
recDqxazmrd1lFNQB,7146ebc66e37a80c59c5c0724cffaa6e,"""journal article""",db1701e4d4fb1f1e8eba880e7a7a1fa4,2015-01-01,OpenAlex,published,NA,"""Bangladesh""","""""",2023-06-20T22:35:51Z,20,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recDwEfrmPJmTOtif,0d5aa63ff369d7107ff26fbab8dd2b26,"""journal article""",fff68a877f8785721d305a6955a4f5bf,2021-01-01,OpenAlex,published,open access,"""Malaysia""","""""",2023-06-20T22:36:38Z,7,b49799ab18c823d62fbf746ffb36171b,8ab9bee349c62e08f2b9668f7620a2ea
recE7m8euHVFRmffL,e6d4501754144e8ec6a664ecff615fca,"""journal article""",3345c46209ea96633757618f936b350e,2013-01-01,OpenAlex,published,NA,"""China""","""""",2023-06-20T22:35:42Z,8,826ede4338ceb67016db9ad4669aedb0,f1173deac855a6503fca5531be27533e
recE8pDcoDg8HjZ42,5d1978731701cd10cbc8ca2c3b31664e,"""journal article""",25a69b5c00176611f85fb69f43b57e95,2019-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:25Z,5,7e654126d58971044d8e091502dab93a,a3a25e80a135b08a057af4e23432d65a
recELfL23YbIklu0b,bf9cd08ab1d6cf65f392dfe62ba820af,"""journal article""",d81982195ee0f0dc05d47c6bba4dbd8f,2018-01-01,OpenAlex,published,NA,"""Non-specific""","""""",2023-06-20T22:35:30Z,2,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recENLldECWy5V5WW,3d6c57dfddcbe2489882417cff2b15f2,"""journal article""",b0add23c72310b254a97a6b24a270ab2,2015-01-01,OpenAlex,published,open access,"""Tanzania""","""""",2023-06-20T22:35:03Z,8,58813f8ea81cb36a5dfe530f2c965b0d,3f55b852f475d18b7a9814fdfa5bd194
recEWwiZO1pJCVZIx,97d05c2ae310c9da78adf9f9fe72f474,"""journal article""",f88c7bf5c63548e548131f1d4e10ec49,2020-01-01,OpenAlex,published,open access,"""China""","""""",2023-06-20T22:35:12Z,11,ad0b2ddc99faf2c8bd28159e2e440310,9cd6218e7c7f63ee61ff263bc3887d6e
recF0EjXcI9hwPYXQ,553e72af8637ba20a60eb3233d1274de,"""journal article""",dfea51731f91d7b50e9b69e290dae4a3,2022-01-01,OpenAlex,published,open access,"""Tanzania""","""""",2023-06-20T22:36:51Z,22,7ec7fb9ac37f43261a43418d20b79cc5,d409a223844ce86f86a0dfb26225ced4
recF3XcNeQrjskZ8I,25018d0c1a11096d29c6c2d18ad675db,"""journal article""",769697fd682686bddf8d46aa6bbb804d,2015-01-01,OpenAlex,published,NA,"""Puerto Rico""","""""",2023-06-20T22:35:13Z,7,dfd252e2c35218efa4915483ac22403e,28daba56f39720a7d1f2bb75a5af00ee
recFINzZR6JXEeOsy,b01c110c71ba79f0ffbab9e16982b930,"""journal article""",2f828358106ad06f5f171ad98a16db90,2021-01-01,OpenAlex,published,open access,"""China""","""""",2023-06-20T22:36:19Z,6,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recFbnK3gmZkwG9yW,56e4c5bdadfec3fe556d44386527cf1a,"""journal article""",0c92ca53c7495e06b7228c2ea9abd51c,2020-01-01,OpenAlex,published,NA,"""Australia""","""""",2023-06-20T22:36:47Z,8,c09ee5a9aa1a7df55e0cbd937d3ac216,832f7bd327c685aeabc095736bb53c3c
recFkFcrYvh0kkIHn,1df965567a08ce3f0c074f86b86c9baa,"""journal article""",42bf329e46598137a292af1a086ada8b,2022-01-01,OpenAlex,published,open access,"""Thailand""","""""",2023-06-20T22:37:37Z,23,4f517438c303cf2512f156ffbf64ceec,47343fac3ab7fb3531fc61313f901484
recFtgpP8HGeZ3efX,9a94685286f2607728daecc79237801d,"""journal article""",464134199e69dbf25570ce45f27ae202,2013-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:35:04Z,6,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recGBez5BiajVafeR,1dc0f3e60f250e44f921f3c492847ed8,"""journal article,review""",dd4efbb6529c664f58e1f6ecc4378432,2020-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:17Z,5,245d1dd406da57c234ddffca81b1d12b,82c6a778575f0de71facbf0947f3fece
recGCpzjePvmlYo0D,4a35ad3d2604a13169e3a1c232bd3f48,"""journal article""",6f6e7b55fbfab8b40ea713b8b3c3a2bc,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:05Z,6,5c4b747e88501e0a40886f9e9e3400dd,f7aa655e2dbde6ac15524894e6f2f376
recGHIAqXVj5iu4cZ,d6469bc6ee9331faa098b18a0f122866,"""journal article""",d5571d16c32aa9fae45a42bde0f5e0d8,2013-01-01,OpenAlex,published,NA,"""Brazil""","""""",2023-07-31T00:19:06Z,31,7ec7fb9ac37f43261a43418d20b79cc5,d409a223844ce86f86a0dfb26225ced4
recGLUWKAM83CE9X6,4c1f0284dae35e0c6e6669f8e2d9f86b,"""journal article""",9b2dbbcae1ad89fb640bdd33676a4839,2020-01-01,OpenAlex,published,NA,"""Austria,Bulgaria,China,Croatia,Czechia,Denmark,Estonia,Finland,Germany,Hungary,Italy,Kazakhstan,Lithuania,Poland,Romania,Russia,Slovak Republic,Slovenia,South Korea,Taiwan,Turkey,Ukraine""","""""",2023-06-20T22:36:12Z,16,4d51ef0c4dd26597136175ff42836ed9,e4279dd0f5e8ae3351a62109431a5ad8
recGeBfkusSZ1lkgf,6609d3226895cc6ca00f8c3e1aa516cc,"""journal article""",a8695353600b5c1dc89e191fee59a760,2020-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:36:37Z,5,3cb1f4c5da3754818258e58ea0c7cb9b,28eaa055db69331e0372f210545215f4
recGr2wZrCRz8mZCx,37e0332d45af6dedc9ed92ce8e25e9fd,"""journal article""",e94eb892dde586c80d4a1129b31de658,2020-01-01,OpenAlex,published,open access,"""Bangladesh""","""mark-recapture """,2023-06-20T22:34:36Z,26,4e2100db04b673021d2a5ddcf0e48844,48ee2dac29ecf28d70e0ef2fee4942e4
recGrUHzECIYwFyXV,f4456a0c06d885c6aaa37ae9a4ce5a12,"""journal article""",67a292ca6c84c764f882da6d64c73588,2022-01-01,OpenAlex,published,open access,"""Brazil""","""""",2023-06-20T22:37:30Z,8,7bb10a8f874d3aea72af80a32f73d241,2bc6b48418d8baa556d12bbce4c634ee
recGyJ6Q0eEqmiA7d,66c0e492e91e2b3fbb2ad7c4cea6ad5b,"""journal article""",734fea4d2192a9b0ede9dc2fb15268e0,2016-01-01,OpenAlex,published,NA,"""Australia""","""""",2023-06-20T22:35:45Z,9,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recH3K9Pb158U5JYe,7181f829f24ffb6c2426e23d919d3ea3,"""journal article""",0e5539974f2daa65b9c61694483f071c,2022-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:36:39Z,10,b49799ab18c823d62fbf746ffb36171b,8ab9bee349c62e08f2b9668f7620a2ea
recHDA8ExgHqj46Fv,9aaf22569c93a28d2e020a37d48bf17f,"""journal article""",1a8744da5120aca91f2511e0e9539e7d,2020-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:43Z,11,5c4b747e88501e0a40886f9e9e3400dd,f7aa655e2dbde6ac15524894e6f2f376
recHEWoeGzLNUpxDc,62563204d34341027a92daa25f2a6460,"""journal article""",4ceaf0b7750ab984cfe410213b7fc854,2021-01-01,OpenAlex,published,open access,"""China""","""""",2023-06-20T22:37:00Z,10,9a74a40d1f41d6b72f506b3e13b49719,9cd977bb59ce849f4621dd831d39c3b6
recHKYByebls5wk43,552516daee4175494420fefea1727a7a,"""journal article""",8135134f5146a7f82063d2127affa0c0,2020-01-01,OpenAlex,published,NA,"""China""","""""",2023-06-20T22:36:34Z,7,03c06516c1bb763a5506c4dee8d31515,163d3dff179c00ed8f3fa218a7960aad
recHMK4kN7yIUHUiq,61ad09d7b4fe6dc03152fd1a11d138c0,"""journal article""",dbf66d10e0bf228ed2ff4c4eed5251e1,2020-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:36Z,3,8db051201219ca35c30e3d7fd8d77b49,484c14a3da96b0d49b4ecc3d64a774ea
recHTa2wQyfDmDbDT,9ce4c5be3c5f4bb8da4f279991361dac,"""journal article""",391b66c563d4648f9e310c76bd260b7f,2016-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:35:00Z,2,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recHWx3ri94vfPyJH,11b436488a9530572d26589cbf1aa6d9,"""journal article""",a06b23355633fd7be98f3d8843231f4d,2022-01-01,OpenAlex,published,NA,"""Pakistan""","""""",2023-06-20T22:37:03Z,7,245489ef2564a5a6ff024486c689df46,d1435001292f8ea856fea217b177bf8b
recHfxQDowPB2OyvH,91e24fb063e3708f143acad07191128d,"""journal article""",d482e5a9546d85837e7a3f6d8c248352,2022-01-01,OpenAlex,published,open access,"""Brazil,Malaysia""","""""",2023-06-20T22:36:21Z,21,6b8d9713155297ffce2053a20c800b95,1b4bd5cec084db3c3f5315f9572ac97f
recHlnLNElFVYSi5X,0e53e906fe8e5d988c421ce47b26efca,"""journal article""",74c23642945a364786bce7a5727c6abf,2011-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:07Z,5,20a32de26145bf035b90534c3d2f6d7e,b9f2cc48686025ac0456e6ac2e596342
recHr4XHkJJ0d4jeQ,ca917a351530f0814ad9b0535db1db58,"""journal article""",215f0c87e3e8c8ecf0fe58aab310fee3,2022-01-01,OpenAlex,published,NA,"""Non-specific""","""""",2023-06-20T22:37:42Z,2,d9dc5b1325903cd245a8492e218f9a69,6f90e6998a6f16cadd6db36c341b6dfd
recI41xhHjshRny8A,592ca69e0d816e6acc6359c250e64234,"""journal article""",cadfd29d3878c4a5d500b3bc32183e33,2017-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:36:26Z,2,cf0926f0913f8e75b914d58eab0ea1f6,178bdc5981faa45307e0524137d63d00
recI5kFakNc8btANF,952246196f166fd6e4b486c4c06572fb,"""journal article""",b28d6540aa9eb1ba85aed83d31a89bd1,2016-01-01,OpenAlex,published,NA,"""Non-specific""","""""",2023-06-20T22:35:42Z,2,35981d78cc5646cb4545c589fe63d698,ccc055a03c912e83005845e64298cae3
recI8Qfm8t379KlJP,dd96cd575939d97a235aa2c35f199587,"""journal article""",b7057d9b3ed8f47d1c8a245aa7abe254,2021-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:50Z,11,0fd2eec501ad3bab3d9b9e262650f5c4,e958ab255735eee5e11e7f8a76ae7c54
recIIvRWDwjAHEGwT,218eee80181580ea4fd49cfd8e0b8cf8,"""journal article""",3f13c43d2855204bc47665c986db8f9f,2011-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:35:44Z,7,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recIN4YY3xXVVOqRg,ca1f394275d9f29058d1d7cdfe52678f,"""journal article""",ec0fb149db4f60220af73ebd10bbfb2a,2017-01-01,OpenAlex,published,NA,"""Macedonia,Serbia,Slovenia,Lithuania,Slovak Republic,Latvia,Poland,Germany,Austria,Hungary,Denmark,United Kingdom,Sweden,Czechia,Romania,Turkey,Switzerland,France,Belgium,Netherlands,Italy""","""""",2023-06-20T22:35:39Z,23,26a41e546799540203a2a67577410a78,c3c56ea981e4def3ad6516f8b04bffe4
recIYySMHslhEtCRw,7a8f78584a6999e81650a82f173e5966,"""journal article""",c1f3267fefaa161021f806bd1610b10e,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""AMR""",2023-06-20T22:35:21Z,15,46d0c0568b79b5a0b10b3f46dcb391f3,d649ea7303869279dee53e4100b65747
recJ1H9H2CldtFo9o,22b5b5fca62c3c3f73e70b513a4d60ea,"""journal article,review""",94910748823a10a83a6b21a9f8202b62,2015-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:27Z,7,1ef74dd8b40617ad142a2f316c52adef,0c690d1b309ad1fb5d6a45fe9444d170
recJCLwkf88zOKj7q,83d15d56bd80767bd121df5b1f2b0e6a,"""journal article""",700032e20047f404f3ded805ca8c78a4,2015-01-01,OpenAlex,published,open access,"""Thailand""","""""",2023-06-20T22:34:40Z,19,04960f387f07640717d97efbe6c3f0c0,71eafe5e677752aca3e5791da60b4152
recJDMA4xHmZ01M2b,36f22850132511dd1dcba185ecbd266e,"""journal article""",189ad82b0f5b562edf6bfac05fcef203,2011-01-01,OpenAlex,published,open access,"""Australia,Malaysia,Papua New Guinea""","""""",2023-06-20T22:35:08Z,8,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recJHLplh3w6TQajS,4b0f4652740da008c1786d8d69c7b92a,"""journal article""",a7d7b04c786725cc2a3a5c383f6271bb,2013-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:12Z,34,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recJO1l2ptyXar29g,0abf8871de8d26d3a877d5e0476362dc,"""journal article""",6d6aea00b0d73936de567fe8e50ba032,2017-01-01,OpenAlex,published,NA,"""United States""","""""",2023-06-20T22:35:59Z,2,32a7b141599d1c284fd56e8ca00b466b,04e9da40468b184cb068091597424e15
recJYZdLULwsHhaWI,5656cd7a73725ae2a46db81a4b2a5cd3,"""journal article""",2e4f9a997edf01c1866bf55da5d4109b,2021-01-01,OpenAlex,published,NA,"""China""","""""",2023-06-20T22:35:46Z,16,48d398df674b8da608120e611140c769,b691b7757ee270a69e8e2af5152516a0
recJngYY8qZ98p6aC,8e48bb8233ce6880e09dd2ad2ed6d714,"""journal article""",c46baf9de72c83d8615f8b664a7e8aa3,2017-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:19Z,9,5c4b747e88501e0a40886f9e9e3400dd,f7aa655e2dbde6ac15524894e6f2f376
recK8r18w45xP4dDb,834acb728599e0f1c5dc3dd7eaf2b497,"""journal article""",e89826ee681365fd8e0116784b56bf1f,2019-01-01,OpenAlex,published,open access,"""Non-specific""","""AMR""",2023-06-20T22:34:24Z,2,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recKBE4fX8UTU8dub,4b2ddd114c9b0d475a5a45953a40a67e,"""journal article""",5d4bc0b685ed9208294663fa653c2966,2022-01-01,OpenAlex,published,open access,"""United States""","""""",2023-06-20T22:37:31Z,5,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recKUYiupgu3NjABf,20527866c0f8b2b495c4c8c1cf66c7a4,"""journal article""",06658fc525efe6aa0ed4454a768a6f49,2012-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:35:19Z,11,ee14a8c4e6b405928ede21c4df27d7a8,718623ab67174efc11fe57768cbc6838
recKscuzZbnjlXZCW,a0c1372655fce11b784a236f4ebf4da0,"""journal article""",568ea09a931920081d8f6042de0b8a78,2018-01-01,OpenAlex,published,open access,"""Malaysia""","""""",2023-06-20T22:36:34Z,11,25abe1501c7eb4b1028c8b75d904d5fa,ce1a78153f4ec9ad210ea2cd6a0990cb
recLDtfhaG3tmEeuc,b4bbb84c11b9cb82655a65dfeac58f79,"""journal article""",12459fc8dcbddd7d06c35af19f63ba9b,2020-01-01,OpenAlex,published,open access,"""Indonesia""","""""",2023-06-20T22:35:37Z,18,985bf29a1bc3020fbb2fe40200ae33dd,0f2d83c0c8ce4db54c519f42b5a7af02
recLLn8Ma2Sc86uQa,c85916ededbb44a3e1f0bc6fe630e524,"""journal article""",92021620a0fa5296e5f3e1d6bfad4be1,2022-01-01,OpenAlex,published,NA,"""Thailand""","""""",2023-06-20T22:37:03Z,9,90f04e51665b16315a09553972f1e268,1f3473303abe4d4222e6267248a64094
recLUrXip4BnqyK6I,822526af932f23aa9dacb34cc93a44b6,"""journal article""",342d16c2a5563406b653d89ed2eab836,2021-01-01,OpenAlex,published,open access,"""Bhutan""","""""",2023-06-20T22:36:49Z,18,fcb5fe50ae1690ad35ad31fa24a2799f,804a5a6c090e11ee32e09ab0f17b9977
recM3Gx1YMq0KH4jC,5e740de133f9e34475eccc137c415143,"""journal article""",45a10784186a1c9f9068f346d7c9e12d,2021-01-01,OpenAlex,published,NA,"""Republic of the Congo""","""""",2023-06-20T22:36:50Z,19,98ba83c7ca0654a6b0b9f20af9a08b27,53547864965ca521d0cc702f623b35aa
recMLfsWKXOEiBgwW,a572e0753bcba42985053628e700db58,"""journal article""",66d8a2a88acee4d59d0b12d11d0f78b5,2021-01-01,OpenAlex,published,NA,"""Non-specific""","""""",2023-06-20T22:35:49Z,4,cf0926f0913f8e75b914d58eab0ea1f6,178bdc5981faa45307e0524137d63d00
recMR7EJGaLJGN4Ct,2d1a6b3336d0747fb318260e10ac36d0,"""journal article""",0cfaa0e46399231b219e69fce253b760,2016-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:01Z,16,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recMcm5piQyFZBy5q,7e2683a6f6064a2c9dfc561de878dd90,"""journal article""",6b633f3fe0e7de6627af7b43e6d7d8bd,2022-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:36:54Z,65,215e9a5bee4121d6a7d230458cea96dc,fb3b1b5a080ab29089a5aecbae85d558
recMni9DLeto3O1Q7,9c7675959ffc6f84bc41eaf10eafd4b5,"""journal article""",e264b049bb271eeb80b82e746d7f433e,2015-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:29Z,13,d9664afca8c1dbc7fc98ef4086a00b4c,5d20e82bbaf649f5c839610c3f454c9b
recMq15f3SFGS47eR,90cb00773330004fc3e7cdebfae8a997,"""journal article""",f3cc1cc4c5875425d7946e50bcfc8483,2012-01-01,OpenAlex,published,NA,"""Non-specific""","""""",2023-06-20T22:34:41Z,27,58429c09b02dbdc5804a395515e3c814,52d81eb7a34dd0c4696e880f245fdef4
recN2pTY4pKxIxR4I,ccea8e25c8c96485ae7f14920dd9dd0a,"""journal article""",70447d21d60840e3f2e7fe6794f80997,2020-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:25Z,31,c146cabbff2e1441c2295351d3ee7401,17569a08a33f8e91b62f6b4720473857
recNUPmHC6WPLiSf8,f2a85b76a3e6bd128d1cd7ec1f94afbf,"""journal article""",5c94774d31d5dd7c303830fe88bc6736,2015-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:34:54Z,6,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recNWKpndCzKzEjH1,6eb385b3b7ad2e8caadef732bf0b5e8f,"""journal article""",add70ffedf5bc1465c43d0dc79bad4e4,2013-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:35:31Z,5,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recO00n6wlqEP6l46,c3d630cea651f99043c5eed744e0b946,"""journal article""",0cab86501319d4a8ae2adf41b9335725,2021-01-01,OpenAlex,published,open access,"""Malaysia""","""""",2023-06-20T22:36:30Z,8,04960f387f07640717d97efbe6c3f0c0,71eafe5e677752aca3e5791da60b4152
recO0CENeDQLedTH4,a142dcd6d945a873a5c09476fa2a46c6,"""journal article""",74cac0734eb1040852a25b29983c516b,2015-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:36:54Z,3,7e654126d58971044d8e091502dab93a,a3a25e80a135b08a057af4e23432d65a
recO3bGbBze2VzzXh,56326eca3476e42c33d70a39f6b1344b,"""journal article""",97f2756389774e96902faebd899a9288,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""AMR""",2023-06-20T22:36:14Z,7,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recO3d1KbmMDowXjK,52f709c434f9cd032d8892995986fb69,"""journal article""",c0cd7128a8a33a73b03337943ca2a4b8,2018-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:35:18Z,7,6fdbf2919c6bf81831ba940b478c64ad,694d8a7d7592f83308f2bf1e8f17facd
recO7St6aj4PrIitH,418ad4b3f8c3278dea5358e0e87c0813,"""journal article""",f4579aafe33a59e6e3a989ef20733874,2020-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:36:01Z,7,40a83ad6391bbc429a7b9aa2110ee5dc,17bdbf8780aadda35054af69a58f444c
recO9mOeGGaCM6vnE,bd553e886e1d3f801272ee1b64b39e7e,"""journal article""",4a82a7bae1cc449c4d1caa0328a2900c,2022-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:36:19Z,5,5f5ca93e2467a87e6ba56d523958a42c,8d7149b478659031116a12512cde7f3a
recOF5yqInsIVzJGD,0e8c9b48a6194a8cc3b99b222b5f75ba,"""journal article""",1c8c69aa533e87b8402be68494b15648,2014-01-01,OpenAlex,published,open access,"""China""","""""",2023-06-20T22:34:38Z,7,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recOH8eruNAWz8AZt,27c411f2437eb7cd8bbb9632fa397185,"""journal article""",c5aef5c6435972f172fd82efe84b6c5d,2022-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:36:54Z,8,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recOP7QYYSNGzF2vZ,821e3138e80d77280894038bd5672b9f,"""journal article""",436ea79b6c64672e23809ca7c37ec0da,2021-01-01,OpenAlex,published,open access,"""Bangladesh""","""""",2023-06-20T22:35:49Z,18,46d0c0568b79b5a0b10b3f46dcb391f3,d649ea7303869279dee53e4100b65747
recOPvGqqOPX4cuVo,47f06e75180f73049983fabd7ac19acf,"""journal article""",e2113e39ce3dd6f732173632368ab84b,2017-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:11Z,9,4bfd83588026891c18dcaa0942cf5446,85c02b948df37ec3a5f45e5a5721bc56
recOmhhVJ3AO5jvIC,151d506542cd78ffd56343fbbe880451,"""journal article""",aa1fed5a61310fcadd37944bd869dbce,2020-01-01,OpenAlex,published,open access,"""Non-specific""","""AMR""",2023-07-31T00:19:06Z,16,2b210d7d89fcd1573be1f3f3dfe04d44,8e25e2afae5b4488c7c64c96c327cce0
recOn6ESPHLLPNlzK,bffb7413adb02d14407a17e93f651b24,"""journal article""",3a5f1e554408915bb66cecd358db673a,2014-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:34:29Z,5,4e2100db04b673021d2a5ddcf0e48844,48ee2dac29ecf28d70e0ef2fee4942e4
recOoBJCYSBpHQb8h,13ef7263544ecd383539c949cb52150b,"""journal article""",860b4d94e14f3d03ba72c6b320bb580e,2019-01-01,OpenAlex,published,open access,"""Non-specific""","""""",2023-06-20T22:36:45Z,13,4b60d3fc2c01e68463df9d6049433baf,dc59939e2f176231ac8c1670c3091d27
recOocVsSZOfkbugr,4b463f6c005c3a343bde9c3e8f8210aa,"""journal article""",7fb2f4b31c92edae5cd8c9f4a3fd98f5,2015-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:35:39Z,6,d096b80ffa93a87f6445346b670f1c64,c240828e1c35a6cc7e3bdb90d71ab383
recOyV9eie3VQlY1k,bc7f0b69388ae56acb76e59294d2a4bb,"""journal article""",4cd423902d38aff956d41a9fd7e45b15,2013-01-01,OpenAlex,published,open access,"""Australia""","""""",2023-06-20T22:35:16Z,5,4f14ace3b4e001cf4f133142b81c618f,999a1f22c227c5885244eb93226e05e6
recP42HkRtm6xqtQb,732a42f8b2e0605124bc903e5bdbc879,"""journal article""",6241b309d062d44027f3b3a0dd957f3f,2011-01-01,OpenAlex,published,open access,"""Malaysia""","""""",2023-06-20T22:34:41Z,11,d9664afca8c1dbc7fc98ef4086a00b4c,5d20e82bbaf649f5c839610c3f454c9b
